ferrGene	lncRNA	cor	pvalue	Regulation
SETD1B	MIR4435-2HG	-0.432670491598548	9.32586660494582e-16	negative
FTL	MIR4435-2HG	0.415168139797267	1.63222087396279e-14	postive
RPL8	MIR4435-2HG	0.538248686871741	5.54646312818883e-25	postive
SP1	MIR4435-2HG	-0.425447261476435	3.100734874407e-15	negative
NNMT	MIR4435-2HG	0.507676453594768	5.65194345411815e-22	postive
PHKG2	MIR4435-2HG	0.486397002453837	4.721707568802e-20	postive
BECN1	MIR4435-2HG	-0.429761233047113	1.51824439721491e-15	negative
EGLN2	MIR4435-2HG	0.606910274329766	5.55197745833054e-33	postive
EGLN2	LINC02321	0.444729490694305	1.17597262000096e-16	postive
HELLS	AC090425.3	0.547211426593735	6.34776199151141e-26	postive
KLHL24	AC090425.3	0.512384117297446	2.03492798653585e-22	postive
TUBE1	AC090425.3	0.435905836481858	5.39402892484798e-16	postive
CEBPG	AC090425.3	0.431540588634012	1.12754238194236e-15	postive
ELAVL1	AC090425.3	0.468301872090998	1.6075042537579e-18	postive
STMN1	AC090425.3	0.405544759145845	7.34633291441744e-14	postive
GABPB1	AC090425.3	0.468775752164659	1.46952672274644e-18	postive
PIK3CA	AC090425.3	0.402810854708222	1.11650965852438e-13	postive
ATG4D	AC090425.3	0.478180059804273	2.40472530685203e-19	postive
SIRT1	AC090425.3	0.401956360916526	1.27157331089054e-13	postive
ATF4	AC112484.3	0.433239114471999	8.47389288379132e-16	postive
PHKG2	AC112484.3	0.427530963920122	2.19899398052576e-15	postive
ATG4D	AC112484.3	0.413374408606029	2.16842120729706e-14	postive
OTUB1	LHX1-DT	0.474743604654359	4.68956452091701e-19	postive
CAV1	LHX1-DT	0.468124843104536	1.66225061572119e-18	postive
HRAS	LHX1-DT	0.456422935095175	1.45756274292745e-17	postive
GPX4	AL117332.1	0.506939456607801	6.62264947097712e-22	postive
ATF4	AL117332.1	0.453919024408929	2.29474074819236e-17	postive
PRDX6	AL117332.1	0.404041470352676	9.25205846308472e-14	postive
AIFM2	AL117332.1	0.421071393173742	6.33202610517484e-15	postive
CHMP6	AL117332.1	0.482698350568774	9.87822408012168e-20	postive
ZNF419	AL117332.1	0.420108839809583	7.39857893654785e-15	postive
SLC2A8	AL117332.1	0.431668790672125	1.10355516141783e-15	postive
SLC1A5	AL117332.1	0.412118693267171	2.64282473954754e-14	postive
PHKG2	AL117332.1	0.621574472667214	5.94229545563269e-35	postive
PEBP1	AL117332.1	0.410493417631206	3.40995012000752e-14	postive
EGLN2	AL117332.1	0.536188985756057	9.04490017913336e-25	postive
TAZ	AL117332.1	0.551291344762475	2.31547754209468e-26	postive
LONP1	AL117332.1	0.45974871596408	7.93063034004498e-18	postive
CISD2	ELFN1-AS1	0.483865204613837	7.83359819050456e-20	postive
TUBE1	LINC02870	0.408039643621984	4.99705350467451e-14	postive
TFR2	LINC02870	0.462583892575766	4.69561020204294e-18	postive
BID	LINC02870	0.420086185777194	7.42569031110635e-15	postive
GPX4	AP001160.1	0.40097829502994	1.47499149628582e-13	postive
ATF4	AP001160.1	0.501549043026003	2.08662217674382e-21	postive
RPL8	AP001160.1	0.50468026911054	1.07398482581838e-21	postive
SLC2A8	AP001160.1	0.437309453504299	4.24585310316505e-16	postive
NOX1	AP001160.1	0.403547328920597	9.97824547861395e-14	postive
HRAS	AP001160.1	0.416350113713401	1.35233563531758e-14	postive
PHKG2	AP001160.1	0.676081354803334	2.76013755961067e-43	postive
EGLN2	AP001160.1	0.590556013291608	6.67864830354461e-31	postive
TAZ	AP001160.1	0.654534786678401	8.7351612107275e-40	postive
LONP1	AP001160.1	0.446447212985795	8.6969933244392e-17	postive
NFE2L2	LINC00865	0.446320531507465	8.89319291936614e-17	postive
KLHL24	LINC00865	0.519189935841582	4.51725972746225e-23	postive
PIK3CA	LINC00865	0.45825837183725	1.04258335854112e-17	postive
SIRT1	LINC00865	0.416279615372306	1.36762219055413e-14	postive
HELLS	AL603839.2	0.561732752356777	1.64425540836062e-27	postive
STMN1	AL603839.2	0.433855922011132	7.63594266838014e-16	postive
MYB	AL603839.2	0.454681134920553	1.99945713995355e-17	postive
MAPK8	AL603839.2	0.458640434658461	9.72097664195387e-18	postive
ALOX12	LINC01287	0.469928164149382	1.18071089147344e-18	postive
HELLS	ZNF436-AS1	0.432884730468875	8.995441349521e-16	postive
ISCU	ZNF436-AS1	0.478676158268991	2.18232804241716e-19	postive
DRD4	ZNF436-AS1	0.415115105103399	1.64602715520484e-14	postive
STMN1	ZNF436-AS1	0.45625949986875	1.50155845243223e-17	postive
ATG4D	ZNF436-AS1	0.41002674451478	3.66789786149321e-14	postive
MYB	ZNF436-AS1	0.626103997317991	1.39320356700158e-35	postive
ALOX12B	AL359979.1	0.489627423046287	2.45983579290547e-20	postive
PHKG2	HMGA1P4	0.453029781807018	2.69367647334789e-17	postive
ATM	AP003486.1	0.514280968970952	1.34225870281477e-22	postive
PHKG2	VPS13B-DT	0.436813052416545	4.62149155794402e-16	postive
GABARAPL2	VPS13B-DT	0.404702376663343	8.36108634099377e-14	postive
TAZ	VPS13B-DT	0.464995119591143	2.99530228482974e-18	postive
LONP1	VPS13B-DT	0.40151455647462	1.35981434018138e-13	postive
MYB	AC005332.5	0.412291704455972	2.57188234912912e-14	postive
MUC1	AC004233.2	0.567959532824531	3.24628554616328e-28	postive
ZNF419	AC020915.2	0.430420606649173	1.36003325380511e-15	postive
ATF4	SNHG20	0.449856860465753	4.7542132334515e-17	postive
ISCU	SNHG20	0.409915789617691	3.73198215559633e-14	postive
ZNF419	SNHG20	0.480320086185734	1.58041665787562e-19	postive
TUBE1	SNHG20	0.47555507033442	4.00803826867514e-19	postive
ELAVL1	SNHG20	0.470119925774468	1.13840044112938e-18	postive
GABPB1	SNHG20	0.422543928885222	4.98539203150931e-15	postive
PHKG2	SNHG20	0.516112937669024	8.95835692507743e-23	postive
ATG4D	SNHG20	0.429580908766226	1.56456521089802e-15	postive
BID	SNHG20	0.430532583184503	1.33482086744699e-15	postive
PEBP1	SNHG20	0.415667763813552	1.50759831480969e-14	postive
MYB	SNHG20	0.479770814709314	1.76068706227879e-19	postive
TAZ	SNHG20	0.483354892944014	8.67074625394627e-20	postive
FH	LINC00467	0.419029794879818	8.80398612480563e-15	postive
CISD1	AL391056.1	0.426339319792338	2.6773116738988e-15	postive
CARS1	AL391056.1	0.413255370878074	2.2095532311938e-14	postive
MIOX	AL391056.1	0.43993266216598	2.70646743475424e-16	postive
ALOX12B	AC007728.3	0.43555103930357	5.72944495459132e-16	postive
ALOXE3	AC007728.3	0.498793787832927	3.72230800343103e-21	postive
DNAJB6	AC007728.3	0.416565760338474	1.30660695594001e-14	postive
DRD4	MIR3142HG	0.473449923949344	6.01848740616189e-19	postive
MYB	MIR3142HG	0.717273671522705	7.00863707124835e-51	postive
GPX4	COLCA1	0.414220520653641	1.89689684407851e-14	postive
TP53	COLCA1	0.413881979300416	2.00128975376828e-14	postive
HELLS	COLCA1	0.465258127587666	2.85134559628265e-18	postive
MAP1LC3A	COLCA1	0.454154013132718	2.19940011797997e-17	postive
SOCS1	COLCA1	0.438166096623	3.66680131057497e-16	postive
MAPK8	COLCA1	0.432823372900037	9.08888327226492e-16	postive
TUBE1	AC005104.1	0.462834548413529	4.48194720593203e-18	postive
ASNS	AC092142.1	0.439156916435604	3.0932238839673e-16	postive
GCLC	AC079305.1	0.478662708449244	2.18808178010082e-19	postive
NFE2L2	AC079305.1	0.659910027233991	1.24474887993713e-40	postive
GPX2	AC079305.1	0.414673108678745	1.76562548815564e-14	postive
ASNS	AC079305.1	0.414894255259706	1.70475970240544e-14	postive
ABCC1	AC079305.1	0.426105456655068	2.78249280659386e-15	postive
ISCU	LINC01138	0.435313828537639	5.96501864694289e-16	postive
MYB	LINC01138	0.401360463121303	1.39197788656637e-13	postive
PTGS2	DELEC1	0.517014016068917	7.33606230495003e-23	postive
GPX4	AC142472.1	0.450176199296718	4.49119979842363e-17	postive
ZNF419	AC142472.1	0.460272914830099	7.20083524203486e-18	postive
DRD4	AC142472.1	0.423802139474753	4.0603874139397e-15	postive
PHKG2	AC142472.1	0.617115327073705	2.42174290230209e-34	postive
ANO6	AC142472.1	-0.416788318907697	1.26100077486178e-14	negative
EGLN2	AC142472.1	0.549681200282108	3.45308124681475e-26	postive
TAZ	AC142472.1	0.513148200581033	1.72143578924079e-22	postive
PHKG2	LINC02846	0.443965065536613	1.3442191359148e-16	postive
GPX4	ZNF667-AS1	0.474859639886281	4.58554851168553e-19	postive
SQSTM1	ZNF667-AS1	0.413861792415246	2.00768921947713e-14	postive
CISD1	ZNF667-AS1	0.481557759067814	1.23810687382271e-19	postive
FADS2	ZNF667-AS1	0.440582094954423	2.41949954125564e-16	postive
ISCU	ZNF667-AS1	0.45793515806661	1.10611251785727e-17	postive
CARS1	ZNF667-AS1	0.417960775899165	1.04530266923327e-14	postive
MAP1LC3A	ZNF667-AS1	0.517607143090571	6.42997754945676e-23	postive
TUBE1	AL359921.1	0.406920463030699	5.94239199063647e-14	postive
LONP1	AL359921.1	0.431426243614242	1.14936762034189e-15	postive
ASNS	EMSLR	0.506529460247086	7.23189917219927e-22	postive
TFR2	EMSLR	0.58475574533546	3.42301415866545e-30	postive
MAPK9	AC008906.1	0.437082387031039	4.41380929203368e-16	postive
GPX4	LINC00853	0.407756934615077	5.22093546193844e-14	postive
RPL8	LINC00853	0.425643795442056	3.00214910089017e-15	postive
PHKG2	LINC00853	0.469004575743837	1.40713587800051e-18	postive
EGLN2	LINC00853	0.48657145240492	4.55913557051042e-20	postive
TAZ	LINC00853	0.474812286580028	4.62772002283415e-19	postive
ALOX12	AC103563.7	0.407258431906325	5.63985420950223e-14	postive
GPX4	AC007773.1	0.514682177675276	1.22876289961575e-22	postive
MUC1	AC007773.1	0.419239888892488	8.51127051418689e-15	postive
CISD1	AC007773.1	0.408906898336729	4.36727809350952e-14	postive
PRDX6	AC007773.1	0.437907998715187	3.83258432727908e-16	postive
TRIB3	AC007773.1	0.403094482842199	1.06925154869422e-13	postive
RPL8	AC007773.1	0.409056848552536	4.2665645804612e-14	postive
SLC2A8	AC007773.1	0.412665962340219	2.42473704975134e-14	postive
SLC1A5	AC007773.1	0.430642952711989	1.31041884602525e-15	postive
PHKG2	AC007773.1	0.586110157188866	2.34399735693228e-30	postive
PEBP1	AC007773.1	0.448773444327397	5.76421629727252e-17	postive
EGLN2	AC007773.1	0.558138338795443	4.13020868869862e-27	postive
TAZ	AC007773.1	0.407530276468622	5.40749156222772e-14	postive
LONP1	AC007773.1	0.473932795622328	5.48399641031948e-19	postive
ULK2	COX10-AS1	0.419157892802003	8.62436045904158e-15	postive
SIRT1	COX10-AS1	0.447377185423083	7.38110435260625e-17	postive
GPX4	AC008608.2	0.504917871436825	1.02091360725491e-21	postive
RB1	AC008608.2	-0.434468433012252	6.88440079930704e-16	negative
CISD1	AC008608.2	0.404819228533563	8.21253881447859e-14	postive
ATF4	AC008608.2	0.404173330587946	9.06718280164569e-14	postive
PRDX6	AC008608.2	0.447272384050113	7.51902217350466e-17	postive
CHMP6	AC008608.2	0.444972839368286	1.12688478087154e-16	postive
RPL8	AC008608.2	0.537634747347199	6.41912076023238e-25	postive
SLC2A8	AC008608.2	0.429860864793236	1.49323081042688e-15	postive
PHKG2	AC008608.2	0.647328274554146	1.11948231448705e-38	postive
ANO6	AC008608.2	-0.410429511032933	3.44419513858739e-14	negative
EGLN2	AC008608.2	0.657886758972138	2.60393384461033e-40	postive
TAZ	AC008608.2	0.511015414429686	2.74312258345068e-22	postive
LONP1	AC008608.2	0.419970332661474	7.56586678995883e-15	postive
IFNG	MMP25-AS1	0.505298792375187	9.41170488371929e-22	postive
HELLS	AC008105.1	0.439685502785826	2.82423564938522e-16	postive
FADS2	AC008105.1	0.402872383142186	1.10608735633414e-13	postive
TUBE1	AC008105.1	0.444174573090428	1.295890930067e-16	postive
ELAVL1	AC008105.1	0.430672695631221	1.30391801771447e-15	postive
STMN1	AC008105.1	0.40028377051054	1.638422017424e-13	postive
GABPB1	AC008105.1	0.427358840124372	2.26251292236384e-15	postive
ATG4D	AC008105.1	0.425203134533481	3.22761999707287e-15	postive
SOCS1	AC008105.1	0.439744586790635	2.79563379660928e-16	postive
MYB	AC008105.1	0.50218184879515	1.82553193276302e-21	postive
LPIN1	AC008105.1	0.454535618092469	2.05279668813613e-17	postive
TAZ	AC008105.1	0.429456279513752	1.59738596592746e-15	postive
AIFM2	SCGB1B2P	0.50504796021651	9.92959543653126e-22	postive
DRD4	SCGB1B2P	0.542961382227204	1.78870431524907e-25	postive
PHKG2	SCGB1B2P	0.48760838985242	3.70045195755429e-20	postive
HELLS	C5orf66	0.42559245571409	3.02760181304926e-15	postive
STAT3	C5orf66	0.453104020570157	2.65791834845216e-17	postive
SP1	C5orf66	0.501686387139473	2.02700096202533e-21	postive
ZEB1	STARD4-AS1	0.445636086894597	1.00307676538547e-16	postive
ANO6	STARD4-AS1	0.413227336256489	2.21935081165374e-14	postive
ATM	STARD4-AS1	0.408362963615535	4.75251333171375e-14	postive
FBXW7	STARD4-AS1	0.420428964267783	7.02567597382328e-15	postive
IREB2	AL139035.1	0.404185469699651	9.05034584186869e-14	postive
ABCC1	AL683887.1	0.414294024805821	1.87494560563045e-14	postive
BRD4	ACVR2B-AS1	0.41076446615768	3.26837264030126e-14	postive
KLHL24	ACVR2B-AS1	0.552846478670358	1.57076107198339e-26	postive
TUBE1	ACVR2B-AS1	0.442413184126343	1.7616400568821e-16	postive
ELAVL1	ACVR2B-AS1	0.440758249173149	2.34695201029143e-16	postive
GABPB1	ACVR2B-AS1	0.428898901041677	1.75261890594022e-15	postive
GABARAPL1	ACVR2B-AS1	0.526568679870158	8.49896550257944e-24	postive
MYB	ACVR2B-AS1	0.425188814975897	3.23521851996286e-15	postive
LPIN1	ACVR2B-AS1	0.425923764618446	2.86699470912846e-15	postive
YY1AP1	ACVR2B-AS1	0.464273652563971	3.42786718783782e-18	postive
AKR1C1	AC089983.1	0.462545828391739	4.72891998250382e-18	postive
AKR1C3	AC089983.1	0.516044464970278	9.09517571353938e-23	postive
GCLC	AC089983.1	0.429227147073915	1.65949734171384e-15	postive
TXNRD1	AC089983.1	0.607327430112436	4.89557865717062e-33	postive
SRXN1	AC089983.1	0.454443709177622	2.08720341403087e-17	postive
PSAT1	AC089983.1	0.432728166003704	9.23576156265272e-16	postive
NFE2L2	LINC02541	0.403976289352632	9.34480267953783e-14	postive
TUBE1	LINC02541	0.432995010677273	8.82985667328259e-16	postive
EMC2	LINC02541	0.421255886880753	6.14553879475463e-15	postive
RPL8	AC131009.3	0.524284565483739	1.4316803752648e-23	postive
EGLN2	AC131009.3	0.445103857838077	1.10129452669382e-16	postive
AKR1C1	AC005722.4	0.613677522806529	7.04569197235493e-34	postive
AKR1C2	AC005722.4	0.666950897863453	9.11924765623963e-42	postive
AKR1C3	AC005722.4	0.580519363440246	1.10624015943156e-29	postive
GCLC	AC005722.4	0.533083256204488	1.8789360470957e-24	postive
NQO1	AC005722.4	0.516606811216148	8.0298042434432e-23	postive
TXNRD1	AC005722.4	0.461579368750363	5.65692012948229e-18	postive
SRXN1	AC005722.4	0.461793734970733	5.43676832755406e-18	postive
GPX2	AC005722.4	0.627074960458147	1.01771701568931e-35	postive
MAFG	AC005722.4	0.471975656625066	7.98746740228295e-19	postive
PRDX1	AC005722.4	0.537797420016599	6.1755216377143e-25	postive
G6PD	AC005722.4	0.480297395527009	1.58749062076151e-19	postive
PGD	AC005722.4	0.595429593048755	1.64890421202478e-31	postive
ABCC1	AC005722.4	0.613367346141179	7.7533599688317e-34	postive
IDH1	AC005722.4	0.559766132268454	2.72537351595345e-27	postive
GPX4	AC084036.1	0.454650062906869	2.01073116849595e-17	postive
ISCU	AC084036.1	0.439656233596327	2.83851062733279e-16	postive
ZNF419	AC084036.1	0.433468205086845	8.15264037733044e-16	postive
NOX1	AC084036.1	0.414834171213255	1.72109024153157e-14	postive
PHKG2	AC084036.1	0.518798243960198	4.93054838153169e-23	postive
MAP1LC3A	AC084036.1	0.414033562029214	1.95387011875976e-14	postive
EGLN2	AC084036.1	0.428081291656025	2.00740920993439e-15	postive
TAZ	AC084036.1	0.469082930064436	1.38637607234518e-18	postive
ALOX12B	LINC01094	0.495393022541853	7.55010020496111e-21	postive
ALOXE3	LINC01094	0.431285512519191	1.17679831560456e-15	postive
ZNF419	AC020558.2	0.433197896276642	8.5329959324157e-16	postive
TUBE1	AC020558.2	0.592371305501685	3.97756128028789e-31	postive
TAZ	AC020558.2	0.43468423622793	6.6372939123324e-16	postive
ATF4	APTR	0.460700110730969	6.65522737442318e-18	postive
ISCU	APTR	0.498264105379028	4.15792222505365e-21	postive
AIFM2	APTR	0.434319760050569	7.05986466845614e-16	postive
ASNS	APTR	0.471255586063342	9.16709734318209e-19	postive
DDIT3	APTR	0.425972743016445	2.84397126474095e-15	postive
PSAT1	APTR	0.438341591886097	3.55811462245712e-16	postive
TUBE1	APTR	0.522071573205631	2.36399420834709e-23	postive
ELAVL1	APTR	0.432641371271339	9.37168831319287e-16	postive
STMN1	APTR	0.413339862285786	2.18028043685437e-14	postive
GABPB1	APTR	0.52398346309067	1.53311273783618e-23	postive
TFR2	APTR	0.464818764863844	3.0958043465139e-18	postive
KEAP1	APTR	0.433979926122202	7.47756788728715e-16	postive
PHKG2	APTR	0.410688410145106	3.30750791988529e-14	postive
ATG4D	APTR	0.489349035622537	2.6027295930501e-20	postive
BID	APTR	0.503152839645931	1.48619037349525e-21	postive
YY1AP1	APTR	0.415651342243533	1.51154219649327e-14	postive
NFE2L2	AC015871.3	0.440686865865879	2.37608974596533e-16	postive
KLHL24	AC015871.3	0.498222962275179	4.19378576396223e-21	postive
TUBE1	AC015871.3	0.43218728943126	1.01154179808438e-15	postive
GABPB1	AC015871.3	0.464938817339381	3.02703471290562e-18	postive
PIK3CA	AC015871.3	0.402591638964224	1.15442915872733e-13	postive
SIRT1	AC015871.3	0.40867162835141	4.53000228435246e-14	postive
ATM	ANKRD10-IT1	0.41727020841064	1.16752879032059e-14	postive
DDIT4	AC084117.1	0.426196868189386	2.74090657873174e-15	postive
NOX1	AC026367.2	0.443289496558429	1.51241566993849e-16	postive
MYB	AC026367.2	0.44919044876357	5.35271781198203e-17	postive
GPX4	MINCR	0.484146477672281	7.4067112492309e-20	postive
ATF4	MINCR	0.432321514579772	9.88974849595831e-16	postive
PRDX6	MINCR	0.461912573092839	5.31837194020167e-18	postive
RPL8	MINCR	0.61367587141875	7.04928508253756e-34	postive
SLC2A8	MINCR	0.402419976032358	1.18499967156032e-13	postive
NOX1	MINCR	0.452273748444959	3.08581382186222e-17	postive
PHKG2	MINCR	0.544917484497542	1.11238905847365e-25	postive
PEBP1	MINCR	0.411003892336682	3.14810951375077e-14	postive
EGLN2	MINCR	0.529570483220474	4.25700852830736e-24	postive
TAZ	MINCR	0.499622015180064	3.12960945822675e-21	postive
LONP1	MINCR	0.437444992070346	4.14860255343675e-16	postive
GPX4	AP003419.3	0.494541526941806	9.00161560333249e-21	postive
CISD1	AP003419.3	0.432628193266507	9.39249677315147e-16	postive
ATF4	AP003419.3	0.471448425329616	8.83537081783373e-19	postive
MTOR	AP003419.3	-0.402182903386648	1.22852371178938e-13	negative
SLC2A8	AP003419.3	0.450182101173317	4.48647587283918e-17	postive
ACSF2	AP003419.3	0.404103076524588	9.16522868380113e-14	postive
NOX1	AP003419.3	0.440991528436016	2.25415368024263e-16	postive
HRAS	AP003419.3	0.406444856475804	6.39518593460166e-14	postive
PHKG2	AP003419.3	0.693658335045915	2.27437627994003e-46	postive
MAP1LC3A	AP003419.3	0.449159791274716	5.38196211067841e-17	postive
PEBP1	AP003419.3	0.407334855954712	5.57356043983427e-14	postive
ANO6	AP003419.3	-0.403355399149697	1.02750878953836e-13	negative
EGLN2	AP003419.3	0.667305793320932	7.97849952371252e-42	postive
TAZ	AP003419.3	0.555819906117349	7.43725140214716e-27	postive
NFE2L2	AC079807.1	0.423571958858637	4.21600682151514e-15	postive
BRD4	AC079807.1	0.462463062341148	4.80215128224153e-18	postive
SETD1B	AC079807.1	0.423182311356539	4.49285772319688e-15	postive
IREB2	AC079807.1	0.426469038377301	2.62066043442416e-15	postive
PML	AL596244.1	0.448293347857559	6.27651104262735e-17	postive
CAV1	AL596244.1	0.438013747567014	3.76378857163937e-16	postive
KLHL24	USP27X-AS1	0.495746822556943	7.01711815603951e-21	postive
GABPB1	USP27X-AS1	0.411414074705565	2.95206482400743e-14	postive
NFE2L2	AC079848.1	0.410349502014426	3.48754354781128e-14	postive
KLHL24	AC079848.1	0.516927357132964	7.47857183835094e-23	postive
PIK3CA	AC079848.1	0.467716379375957	1.79565521635441e-18	postive
YY1AP1	AC079848.1	0.448123685922245	6.46803062786002e-17	postive
ATF4	TM4SF1-AS1	0.402747506745526	1.12734050607783e-13	postive
GPX2	TM4SF1-AS1	0.53342543700595	1.73416495275957e-24	postive
TFRC	TM4SF1-AS1	0.459781561765439	7.88284256082059e-18	postive
BID	TM4SF1-AS1	0.43463751285169	6.69004613183006e-16	postive
KLHL24	USP46-DT	0.40324423386458	1.04509501330649e-13	postive
SNX4	USP46-DT	0.41397144508599	1.97316764426326e-14	postive
GPX2	AP003119.2	0.422341438827578	5.15239364707853e-15	postive
ZNF419	AC006213.4	0.470836393709998	9.93100030384229e-19	postive
ISCU	ZNF710-AS1	0.42318281916695	4.49248557581414e-15	postive
PLIN4	ZNF710-AS1	0.748855968977963	1.088020073755e-57	postive
GOT1	ZNF710-AS1	0.536414389979169	8.57495814492407e-25	postive
PRKAA2	ZNF710-AS1	0.581542176357572	8.34704822993049e-30	postive
GPX4	AC073896.2	0.461218808506859	6.04712299772029e-18	postive
CISD1	AC073896.2	0.418673124899823	9.32365243753437e-15	postive
FH	AC073896.2	0.423233520743316	4.45548070540975e-15	postive
ISCU	AC073896.2	0.471878932668245	8.1367886459565e-19	postive
PRDX6	AC073896.2	0.45808107685771	1.07697416332871e-17	postive
NOX1	AC073896.2	0.498913911598697	3.62994871848381e-21	postive
GOT1	AC073896.2	0.451393520543843	3.61331364391344e-17	postive
PHKG2	AC073896.2	0.528105087069939	5.97114008173356e-24	postive
EGLN2	AC073896.2	0.415941462437686	1.44332978622989e-14	postive
TAZ	AC073896.2	0.547219675533591	6.33492013428079e-26	postive
HSPB1	AC010654.1	0.433512935428607	8.09132350092623e-16	postive
PHKG2	AC010654.1	0.551065730064682	2.4491614231361e-26	postive
EGLN2	AC010654.1	0.586306203684665	2.218653107833e-30	postive
TAZ	AC010654.1	0.48547588454442	5.6793740775483e-20	postive
EMC2	AP002907.1	0.442860065783176	1.62989051495533e-16	postive
CISD2	AC010457.1	0.405387953108583	7.52562449693373e-14	postive
NNMT	AC010457.1	0.455582209388711	1.69820205676711e-17	postive
PRKAA2	AC010457.1	0.49840475067356	4.03758966521444e-21	postive
ZNF419	AC008735.2	0.421682824159906	5.73437513071163e-15	postive
TUBE1	AC008735.2	0.484335088849919	7.13335961095262e-20	postive
WIPI2	AC092171.2	0.553159119526968	1.45252145985093e-26	postive
TNFAIP3	AL021578.1	0.498621260187537	3.85901852750662e-21	postive
ALOXE3	LINC01251	0.422008323411059	5.43912435315059e-15	postive
SP1	AC254633.1	0.428904575926314	1.75096628654647e-15	postive
ACVR1B	AC254633.1	0.404047801930259	9.24309756151627e-14	postive
ALOX12	IRF2-DT	0.421698803476343	5.71952120842945e-15	postive
VDAC2	AC087491.1	0.404778324930858	8.26424132080394e-14	postive
DDIT3	AC087491.1	0.470957265895804	9.70453373545377e-19	postive
SLC2A12	AC087491.1	0.455693217077556	1.66432268618163e-17	postive
GABPB1	AC087491.1	0.46279523457435	4.51481594855032e-18	postive
ATG3	AC092910.3	0.478803255800789	2.12868593970127e-19	postive
SNX4	AC092910.3	0.435738212007065	5.55002554925753e-16	postive
IL6	AP000844.2	0.51557244932968	1.00959833140489e-22	postive
NFE2L2	WASL-DT	0.42078327478675	6.63439847350691e-15	postive
GPX4	AC016405.3	0.598951541599532	5.9115406797023e-32	postive
SQSTM1	AC016405.3	0.403857268276665	9.51650628874216e-14	postive
CISD1	AC016405.3	0.685701630820424	6.02555308742373e-45	postive
FADS2	AC016405.3	0.469604644754465	1.2556219649508e-18	postive
ISCU	AC016405.3	0.580548323158876	1.09746858763658e-29	postive
CARS1	AC016405.3	0.480937631660602	1.39935910214277e-19	postive
ATG4D	AC016405.3	0.409370942567347	4.06291486210176e-14	postive
MAP1LC3A	AC016405.3	0.556531383765243	6.21206002137139e-27	postive
SOCS1	AC016405.3	0.491676187134712	1.62084638219137e-20	postive
HELLS	AL356740.3	0.431033171915167	1.22759940161438e-15	postive
ISCU	AL356740.3	0.402718174767821	1.13239024737728e-13	postive
ATG4D	AL356740.3	0.405850358225364	7.00883850071814e-14	postive
MYB	AL356740.3	0.608604812301188	3.32640432248034e-33	postive
GPX4	SPINT1-AS1	0.494606775257111	8.88129118557381e-21	postive
AKR1C1	SPINT1-AS1	0.414296105919436	1.87432773710876e-14	postive
AKR1C3	SPINT1-AS1	0.425013823533127	3.32950373767883e-15	postive
PRDX6	SPINT1-AS1	0.471430164091873	8.86627159115712e-19	postive
SLC2A8	SPINT1-AS1	0.415683264105429	1.50388493561078e-14	postive
NOX1	SPINT1-AS1	0.435199471721344	6.08195386359455e-16	postive
ACSL4	SPINT1-AS1	-0.423544212669367	4.23515548230451e-15	negative
SLC1A5	SPINT1-AS1	0.446644121402958	8.40043166666109e-17	postive
KEAP1	SPINT1-AS1	0.421070541567962	6.33289963532743e-15	postive
PHKG2	SPINT1-AS1	0.621758422944023	5.60495387956287e-35	postive
ATG4D	SPINT1-AS1	0.417787072202453	1.0748124041218e-14	postive
MAP1LC3A	SPINT1-AS1	0.448294323467586	6.27542600196294e-17	postive
PEBP1	SPINT1-AS1	0.534795184175916	1.25690458511684e-24	postive
ANO6	SPINT1-AS1	-0.490124124688212	2.22380354074415e-20	negative
EGLN2	SPINT1-AS1	0.539401896813849	4.21176036537297e-25	postive
TAZ	SPINT1-AS1	0.50878133334935	4.45339370517088e-22	postive
SQSTM1	ZEB1-AS1	0.403677692208845	9.7814235790766e-14	postive
HELLS	ZEB1-AS1	0.412184462739964	2.61563345270429e-14	postive
FADS2	ZEB1-AS1	0.476241267308762	3.50847137424213e-19	postive
KLHL24	ZEB1-AS1	0.468252314940969	1.62264869254631e-18	postive
ELAVL1	ZEB1-AS1	0.40867058955374	4.53073375975644e-14	postive
STMN1	ZEB1-AS1	0.400762122589164	1.52407144103363e-13	postive
GABPB1	ZEB1-AS1	0.405248506048805	7.68865875342891e-14	postive
GABARAPL1	ZEB1-AS1	0.452727319312671	2.84430763785397e-17	postive
MT1G	FOXD2-AS1	0.401513305331487	1.36007253849798e-13	postive
NOX1	FOXD2-AS1	0.41273093414385	2.40004588284259e-14	postive
HSD17B11	MYG1-AS1	0.459493920465322	8.31112762680224e-18	postive
GPX4	AC009005.1	0.581416405454109	8.64165456518161e-30	postive
MUC1	AC009005.1	0.563792918364859	9.64940529440218e-28	postive
CISD1	AC009005.1	0.412558472285636	2.46613338845755e-14	postive
AIFM2	AC009005.1	0.477147540683713	2.94145745222141e-19	postive
TRIB3	AC009005.1	0.458099395093835	1.0733698977857e-17	postive
PHKG2	AC009005.1	0.556747366192007	5.88120681563513e-27	postive
PEBP1	AC009005.1	0.45630369951994	1.48953317298828e-17	postive
LONP1	AC009005.1	0.433258637681627	8.44603867939623e-16	postive
GPX2	PARD3-AS1	0.447479537549088	7.24880721579924e-17	postive
PHKG2	PARD3-AS1	0.428418769309542	1.89811969405417e-15	postive
BID	PARD3-AS1	0.40497176178163	8.02251059174201e-14	postive
